,pdb_id,lig_id,Vina_Score
24204,57_1w4o_1o0h,1_0005,-6.5
24205,57_1w4o_1o0h,1_0006,-6.3
24206,57_1w4o_1o0h,1_0007,-6.2
24207,57_1w4o_1o0h,1_0008,-6.2
24208,57_1w4o_1o0h,1_0009,-6.1
24209,57_1w4o_1o0h,1_0010,-5.9
24210,57_1w4o_1o0h,1_0011,-5.9
24211,57_1w4o_1o0h,1_0012,-5.8
24212,57_1w4o_1o0h,1_0013,-5.7
24213,57_1w4o_1o0h,1_0014,-5.6
24214,57_1w4o_1o0h,1_0015,-5.6
24215,57_1w4o_1o0h,1_0016,-5.5
24216,57_1w4o_1o0h,1_0017,-5.5
24217,57_1w4o_1o0h,1_0018,-5.4
24218,57_1w4o_1o0h,1_0019,-5.4
24219,57_1w4o_1u1b,1_0000,-9.2
24220,57_1w4o_1u1b,1_0001,-8.8
24221,57_1w4o_1u1b,1_0002,-8.8
24222,57_1w4o_1u1b,1_0003,-8.6
24223,57_1w4o_1u1b,1_0004,-8.5
24224,57_1w4o_1u1b,1_0005,-8.5
24225,57_1w4o_1u1b,1_0006,-8.2
24226,57_1w4o_1u1b,1_0007,-8.2
24227,57_1w4o_1u1b,1_0008,-8.2
24228,57_1w4o_1u1b,1_0009,-8.1
24229,57_1w4o_1u1b,1_0010,-7.9
24230,57_1w4o_1u1b,1_0011,-7.8
24231,57_1w4o_1u1b,1_0012,-7.7
24232,57_1w4o_1u1b,1_0013,-7.7
24233,57_1w4o_1u1b,1_0014,-7.7
24234,57_1w4o_1u1b,1_0015,-7.4
24235,57_1w4o_1u1b,1_0016,-7.2
24236,57_1w4o_1u1b,1_0017,-7.2
24237,57_1w4o_1u1b,1_0018,-7.2
24238,57_1w4o_1u1b,1_0019,-7.0
24239,57_1w4o_1w4o,1_0000,-7.0
24240,57_1w4o_1w4o,1_0001,-5.9
24241,57_1w4o_1w4o,1_0002,-5.9
24242,57_1w4o_1w4o,1_0003,-5.9
24243,57_1w4o_1w4o,1_0004,-5.8
24244,57_1w4o_1w4o,1_0005,-5.7
24245,57_1w4o_1w4o,1_0006,-5.7
24246,57_1w4o_1w4o,1_0007,-5.6
24247,57_1w4o_1w4o,1_0008,-5.5
24248,57_1w4o_1w4o,1_0009,-5.3
24249,57_1w4o_1w4o,1_0010,-5.3
24250,57_1w4o_1w4o,1_0011,-5.2
24251,57_1w4o_1w4o,1_0012,-5.2
24252,57_1w4o_1w4o,1_0013,-5.0
24253,57_1w4o_1w4o,1_0014,-5.0
24254,57_1w4o_1w4o,1_0015,-4.8
24255,57_1w4o_1w4o,1_0016,-4.7
24256,57_1w4o_1w4o,1_0017,-4.6
24257,57_1w4o_1w4o,1_0018,-4.6
24258,57_1w4o_1w4o,1_0019,-4.5
24259,57_1w4o_3d6q,1_0000,-6.6
24260,57_1w4o_3d6q,1_0001,-6.5
24261,57_1w4o_3d6q,1_0002,-6.4
24262,57_1w4o_3d6q,1_0003,-6.4
24263,57_1w4o_3d6q,1_0004,-6.2
24264,57_1w4o_3d6q,1_0005,-6.1
24265,57_1w4o_3d6q,1_0006,-6.1
24266,57_1w4o_3d6q,1_0007,-5.9
24267,57_1w4o_3d6q,1_0008,-5.8
24268,57_1w4o_3d6q,1_0009,-5.7
24269,57_1w4o_3d6q,1_0010,-5.7
24270,57_1w4o_3d6q,1_0011,-5.7
24271,57_1w4o_3d6q,1_0012,-5.7
24272,57_1w4o_3d6q,1_0013,-5.7
24273,57_1w4o_3d6q,1_0014,-5.6
24274,57_1w4o_3d6q,1_0015,-5.5
24275,57_1w4o_3d6q,1_0016,-5.5
24276,57_1w4o_3d6q,1_0017,-5.4
24277,57_1w4o_3d6q,1_0018,-5.2
24278,57_1w4o_3d6q,1_0019,-5.2
24279,57_1w4o_3dxg,1_0000,-6.6
24280,57_1w4o_3dxg,1_0001,-6.2
24281,57_1w4o_3dxg,1_0002,-6.1
24282,57_1w4o_3dxg,1_0003,-6.1
24283,57_1w4o_3dxg,1_0004,-6.1
24284,57_1w4o_3dxg,1_0005,-6.0
24285,57_1w4o_3dxg,1_0006,-5.9
24286,57_1w4o_3dxg,1_0007,-5.9
24287,57_1w4o_3dxg,1_0008,-5.9
24288,57_1w4o_3dxg,1_0009,-5.9
24289,57_1w4o_3dxg,1_0010,-5.9
24290,57_1w4o_3dxg,1_0011,-5.7
24291,57_1w4o_3dxg,1_0012,-5.7
24292,57_1w4o_3dxg,1_0013,-5.6
24293,57_1w4o_3dxg,1_0014,-5.5
24294,57_1w4o_3dxg,1_0015,-5.3
24295,57_1w4o_3dxg,1_0016,-5.0
24296,57_1w4o_3dxg,1_0017,-5.0
24297,57_1w4o_3dxg,1_0018,-5.0
24298,57_1w4o_3dxg,1_0019,-5.0
24299,57_3d6q_1o0h,1_0000,-7.2
24300,57_3d6q_1o0h,1_0001,-7.0
24301,57_3d6q_1o0h,1_0002,-6.7
24302,57_3d6q_1o0h,1_0003,-6.6
24303,57_3d6q_1o0h,1_0004,-6.5
24304,57_3d6q_1o0h,1_0005,-6.5
24305,57_3d6q_1o0h,1_0006,-6.5
24306,57_3d6q_1o0h,1_0007,-6.5
24307,57_3d6q_1o0h,1_0008,-6.4
24308,57_3d6q_1o0h,1_0009,-6.4
24309,57_3d6q_1o0h,1_0010,-6.4
24310,57_3d6q_1o0h,1_0011,-6.1
24311,57_3d6q_1o0h,1_0012,-6.0
24312,57_3d6q_1o0h,1_0013,-6.0
24313,57_3d6q_1o0h,1_0014,-5.9
24314,57_3d6q_1o0h,1_0015,-5.7
24315,57_3d6q_1o0h,1_0016,-5.6
24316,57_3d6q_1o0h,1_0017,-5.6
24317,57_3d6q_1o0h,1_0018,-5.5
24318,57_3d6q_1o0h,1_0019,-5.4
24319,57_3d6q_1u1b,1_0000,-8.9
24320,57_3d6q_1u1b,1_0001,-8.6
24321,57_3d6q_1u1b,1_0002,-8.4
24322,57_3d6q_1u1b,1_0003,-8.4
24323,57_3d6q_1u1b,1_0004,-8.3
24324,57_3d6q_1u1b,1_0005,-8.3
24325,57_3d6q_1u1b,1_0006,-8.2
24326,57_3d6q_1u1b,1_0007,-8.2
24327,57_3d6q_1u1b,1_0008,-8.1
24328,57_3d6q_1u1b,1_0009,-8.1
24329,57_3d6q_1u1b,1_0010,-8.0
24330,57_3d6q_1u1b,1_0011,-8.0
24331,57_3d6q_1u1b,1_0012,-7.9
24332,57_3d6q_1u1b,1_0013,-7.8
24333,57_3d6q_1u1b,1_0014,-7.7
24334,57_3d6q_1u1b,1_0015,-7.7
24335,57_3d6q_1u1b,1_0016,-7.7
24336,57_3d6q_1u1b,1_0017,-7.6
24337,57_3d6q_1u1b,1_0018,-7.6
24338,57_3d6q_1u1b,1_0019,-7.3
24339,57_3d6q_1w4o,1_0000,-6.7
24340,57_3d6q_1w4o,1_0001,-6.1
24341,57_3d6q_1w4o,1_0002,-5.8
24342,57_3d6q_1w4o,1_0003,-5.7
24343,57_3d6q_1w4o,1_0004,-5.6
24344,57_3d6q_1w4o,1_0005,-5.5
24345,57_3d6q_1w4o,1_0006,-5.4
24346,57_3d6q_1w4o,1_0007,-5.4
24347,57_3d6q_1w4o,1_0008,-5.3
24348,57_3d6q_1w4o,1_0009,-5.2
24349,57_3d6q_1w4o,1_0010,-5.0
24350,57_3d6q_1w4o,1_0011,-5.0
24351,57_3d6q_1w4o,1_0012,-4.9
24352,57_3d6q_1w4o,1_0013,-4.9
24353,57_3d6q_1w4o,1_0014,-4.9
24354,57_3d6q_1w4o,1_0015,-4.8
24355,57_3d6q_1w4o,1_0016,-4.8
24356,57_3d6q_1w4o,1_0017,-4.7
24357,57_3d6q_1w4o,1_0018,-4.7
24358,57_3d6q_1w4o,1_0019,-4.6
24359,57_3d6q_3d6q,1_0000,-6.6
24360,57_3d6q_3d6q,1_0001,-6.5
24361,57_3d6q_3d6q,1_0002,-6.5
24362,57_3d6q_3d6q,1_0003,-6.2
24363,57_3d6q_3d6q,1_0004,-6.1
24364,57_3d6q_3d6q,1_0005,-6.0
24365,57_3d6q_3d6q,1_0006,-5.9
24366,57_3d6q_3d6q,1_0007,-5.9
24367,57_3d6q_3d6q,1_0008,-5.8
24368,57_3d6q_3d6q,1_0009,-5.8
24369,57_3d6q_3d6q,1_0010,-5.8
24370,57_3d6q_3d6q,1_0011,-5.8
24371,57_3d6q_3d6q,1_0012,-5.7
24372,57_3d6q_3d6q,1_0013,-5.5
24373,57_3d6q_3d6q,1_0014,-5.5
24374,57_3d6q_3d6q,1_0015,-5.5
24375,57_3d6q_3d6q,1_0016,-5.4
24376,57_3d6q_3d6q,1_0017,-5.3
24377,57_3d6q_3d6q,1_0018,-5.2
24378,57_3d6q_3d6q,1_0019,-5.1
24379,57_3d6q_3dxg,1_0000,-6.4
24380,57_3d6q_3dxg,1_0001,-6.2
24381,57_3d6q_3dxg,1_0002,-6.1
24382,57_3d6q_3dxg,1_0003,-6.1
24383,57_3d6q_3dxg,1_0004,-5.8
24384,57_3d6q_3dxg,1_0005,-5.7
24385,57_3d6q_3dxg,1_0006,-5.7
24386,57_3d6q_3dxg,1_0007,-5.7
24387,57_3d6q_3dxg,1_0008,-5.6
24388,57_3d6q_3dxg,1_0009,-5.5
24389,57_3d6q_3dxg,1_0010,-5.5
24390,57_3d6q_3dxg,1_0011,-5.5
24391,57_3d6q_3dxg,1_0012,-5.5
24392,57_3d6q_3dxg,1_0013,-5.4
24393,57_3d6q_3dxg,1_0014,-5.3
24394,57_3d6q_3dxg,1_0015,-5.1
24395,57_3d6q_3dxg,1_0016,-5.1
24396,57_3d6q_3dxg,1_0017,-4.9
24397,57_3d6q_3dxg,1_0018,-4.9
24398,57_3d6q_3dxg,1_0019,-4.9
24399,57_3dxg_1o0h,1_0000,-7.1
24400,57_3dxg_1o0h,1_0001,-7.1
24401,57_3dxg_1o0h,1_0002,-7.1
24402,57_3dxg_1o0h,1_0003,-6.9
24403,57_3dxg_1o0h,1_0004,-6.8
24404,57_3dxg_1o0h,1_0005,-6.8
24405,57_3dxg_1o0h,1_0006,-6.7
24406,57_3dxg_1o0h,1_0007,-6.6
24407,57_3dxg_1o0h,1_0008,-6.6
24408,57_3dxg_1o0h,1_0009,-6.5
24409,57_3dxg_1o0h,1_0010,-6.4
24410,57_3dxg_1o0h,1_0011,-6.4
24411,57_3dxg_1o0h,1_0012,-6.4
24412,57_3dxg_1o0h,1_0013,-6.3
24413,57_3dxg_1o0h,1_0014,-6.3
24414,57_3dxg_1o0h,1_0015,-6.2
24415,57_3dxg_1o0h,1_0016,-6.2
24416,57_3dxg_1o0h,1_0017,-6.2
24417,57_3dxg_1o0h,1_0018,-6.2
24418,57_3dxg_1o0h,1_0019,-6.1
24419,57_3dxg_1u1b,1_0000,-7.0
24420,57_3dxg_1u1b,1_0001,-6.9
24421,57_3dxg_1u1b,1_0002,-6.9
24422,57_3dxg_1u1b,1_0003,-6.9
24423,57_3dxg_1u1b,1_0004,-6.8
24424,57_3dxg_1u1b,1_0005,-6.8
24425,57_3dxg_1u1b,1_0006,-6.7
24426,57_3dxg_1u1b,1_0007,-6.7
24427,57_3dxg_1u1b,1_0008,-6.7
24428,57_3dxg_1u1b,1_0009,-6.7
24429,57_3dxg_1u1b,1_0010,-6.6
24430,57_3dxg_1u1b,1_0011,-6.6
24431,57_3dxg_1u1b,1_0012,-6.6
24432,57_3dxg_1u1b,1_0013,-6.6
24433,57_3dxg_1u1b,1_0014,-6.6
24434,57_3dxg_1u1b,1_0015,-6.5
24435,57_3dxg_1u1b,1_0016,-6.4
24436,57_3dxg_1u1b,1_0017,-6.4
24437,57_3dxg_1u1b,1_0018,-6.3
24438,57_3dxg_1u1b,1_0019,-6.3
24439,57_3dxg_1w4o,1_0000,-6.7
24440,57_3dxg_1w4o,1_0001,-6.0
24441,57_3dxg_1w4o,1_0002,-5.8
24442,57_3dxg_1w4o,1_0003,-5.7
24443,57_3dxg_1w4o,1_0004,-5.4
24444,57_3dxg_1w4o,1_0005,-5.2
24445,57_3dxg_1w4o,1_0006,-5.1
24446,57_3dxg_1w4o,1_0007,-5.0
24447,57_3dxg_1w4o,1_0008,-5.0
24448,57_3dxg_1w4o,1_0009,-5.0
24449,57_3dxg_1w4o,1_0010,-4.9
24450,57_3dxg_1w4o,1_0011,-4.8
24451,57_3dxg_1w4o,1_0012,-4.8
24452,57_3dxg_1w4o,1_0013,-4.8
24453,57_3dxg_1w4o,1_0014,-4.7
24454,57_3dxg_1w4o,1_0015,-4.7
24455,57_3dxg_1w4o,1_0016,-4.7
24456,57_3dxg_1w4o,1_0017,-4.7
24457,57_3dxg_1w4o,1_0018,-4.6
24458,57_3dxg_1w4o,1_0019,-4.5
24459,57_3dxg_3d6q,1_0000,-6.5
24460,57_3dxg_3d6q,1_0001,-6.3
24461,57_3dxg_3d6q,1_0002,-6.2
24462,57_3dxg_3d6q,1_0003,-6.1
24463,57_3dxg_3d6q,1_0004,-6.0
24464,57_3dxg_3d6q,1_0005,-5.9
24465,57_3dxg_3d6q,1_0006,-5.9
24466,57_3dxg_3d6q,1_0007,-5.8
24467,57_3dxg_3d6q,1_0008,-5.8
24468,57_3dxg_3d6q,1_0009,-5.7
24469,57_3dxg_3d6q,1_0010,-5.6
24470,57_3dxg_3d6q,1_0011,-5.5
24471,57_3dxg_3d6q,1_0012,-5.3
24472,57_3dxg_3d6q,1_0013,-5.1
24473,57_3dxg_3d6q,1_0014,-5.1
24474,57_3dxg_3d6q,1_0015,-5.0
24475,57_3dxg_3d6q,1_0016,-4.9
24476,57_3dxg_3d6q,1_0017,-4.9
24477,57_3dxg_3d6q,1_0018,-4.9
24478,57_3dxg_3d6q,1_0019,-4.8
24479,57_3dxg_3dxg,1_0000,-6.1
24480,57_3dxg_3dxg,1_0001,-6.1
24481,57_3dxg_3dxg,1_0002,-6.1
24482,57_3dxg_3dxg,1_0003,-6.0
24483,57_3dxg_3dxg,1_0004,-6.0
24484,57_3dxg_3dxg,1_0005,-5.9
24485,57_3dxg_3dxg,1_0006,-5.8
24486,57_3dxg_3dxg,1_0007,-5.7
24487,57_3dxg_3dxg,1_0008,-5.6
24488,57_3dxg_3dxg,1_0009,-5.6
24489,57_3dxg_3dxg,1_0010,-5.5
24490,57_3dxg_3dxg,1_0011,-5.4
24491,57_3dxg_3dxg,1_0012,-5.4
24492,57_3dxg_3dxg,1_0013,-5.3
24493,57_3dxg_3dxg,1_0014,-5.3
24494,57_3dxg_3dxg,1_0015,-5.3
24495,57_3dxg_3dxg,1_0016,-5.3
24496,57_3dxg_3dxg,1_0017,-5.0
24497,57_3dxg_3dxg,1_0018,-4.8
24498,57_3dxg_3dxg,1_0019,-4.7
24499,5_4agn_4agn,1_0000,-6.2
24500,5_4agn_4agn,1_0001,-5.8
24501,5_4agn_4agn,1_0002,-5.3
24502,5_4agn_4agn,1_0003,-5.3
24503,5_4agn_4agn,1_0004,-5.1
24504,5_4agn_4agn,1_0005,-5.0
24505,5_4agn_4agn,1_0006,-4.9
24506,5_4agn_4agn,1_0007,-4.8
24507,5_4agn_4agn,1_0008,-4.6
24508,5_4agn_4agn,1_0009,-4.5
24509,5_4agn_4agn,1_0010,-4.5
24510,5_4agn_4agn,1_0011,-4.4
24511,5_4agn_4agn,1_0012,-4.3
24512,5_4agn_4agn,1_0013,-4.2
24513,5_4agn_4agn,1_0014,-4.2
24514,5_4agn_4agn,1_0015,-4.2
24515,5_4agn_4agn,1_0016,-4.2
24516,5_4agn_4agn,1_0017,-4.1
24517,5_4agn_4agn,1_0018,-4.0
24518,5_4agn_4agn,1_0019,-3.9
24519,5_4agn_4agp,1_0000,-6.7
24520,5_4agn_4agp,1_0001,-6.6
24521,5_4agn_4agp,1_0002,-5.7
24522,5_4agn_4agp,1_0003,-5.7
24523,5_4agn_4agp,1_0004,-5.6
24524,5_4agn_4agp,1_0005,-5.6
24525,5_4agn_4agp,1_0006,-5.5
24526,5_4agn_4agp,1_0007,-5.4
24527,5_4agn_4agp,1_0008,-5.3
24528,5_4agn_4agp,1_0009,-5.3
24529,5_4agn_4agp,1_0010,-5.2
24530,5_4agn_4agp,1_0011,-5.2
24531,5_4agn_4agp,1_0012,-5.0
24532,5_4agn_4agp,1_0013,-5.0
24533,5_4agn_4agp,1_0014,-5.0
24534,5_4agn_4agp,1_0015,-5.0
24535,5_4agn_4agp,1_0016,-4.9
24536,5_4agn_4agp,1_0017,-4.9
24537,5_4agn_4agp,1_0018,-4.8
24538,5_4agn_4agp,1_0019,-4.8
24539,5_4agn_4agq,1_0000,-7.0
24540,5_4agn_4agq,1_0001,-6.8
24541,5_4agn_4agq,1_0002,-5.9
24542,5_4agn_4agq,1_0003,-5.9
24543,5_4agn_4agq,1_0004,-5.9
24544,5_4agn_4agq,1_0005,-5.7
24545,5_4agn_4agq,1_0006,-5.7
24546,5_4agn_4agq,1_0007,-5.6
24547,5_4agn_4agq,1_0008,-5.6
24548,5_4agn_4agq,1_0009,-5.6
24549,5_4agn_4agq,1_0010,-5.5
24550,5_4agn_4agq,1_0011,-5.5
24551,5_4agn_4agq,1_0012,-5.5
24552,5_4agn_4agq,1_0013,-5.4
24553,5_4agn_4agq,1_0014,-5.4
24554,5_4agn_4agq,1_0015,-5.4
24555,5_4agn_4agq,1_0016,-5.3
24556,5_4agn_4agq,1_0017,-5.3
24557,5_4agn_4agq,1_0018,-5.3
24558,5_4agn_4agq,1_0019,-5.1
24559,5_4agn_5a7b,1_0000,-5.6
24560,5_4agn_5a7b,1_0001,-5.5
24561,5_4agn_5a7b,1_0002,-5.4
24562,5_4agn_5a7b,1_0003,-5.4
24563,5_4agn_5a7b,1_0004,-5.3
24564,5_4agn_5a7b,1_0005,-5.3
24565,5_4agn_5a7b,1_0006,-5.3
24566,5_4agn_5a7b,1_0007,-5.3
24567,5_4agn_5a7b,1_0008,-5.1
24568,5_4agn_5a7b,1_0009,-5.1
24569,5_4agn_5a7b,1_0010,-5.1
24570,5_4agn_5a7b,1_0011,-5.1
24571,5_4agn_5a7b,1_0012,-5.1
24572,5_4agn_5a7b,1_0013,-5.0
24573,5_4agn_5a7b,1_0014,-4.9
24574,5_4agn_5a7b,1_0015,-4.9
24575,5_4agn_5a7b,1_0016,-4.9
24576,5_4agn_5a7b,1_0017,-4.8
24577,5_4agn_5a7b,1_0018,-4.8
24578,5_4agn_5a7b,1_0019,-4.7
24579,5_4agn_5aba,1_0000,-6.4
24580,5_4agn_5aba,1_0001,-6.3
24581,5_4agn_5aba,1_0002,-6.3
24582,5_4agn_5aba,1_0003,-5.9
24583,5_4agn_5aba,1_0004,-5.9
24584,5_4agn_5aba,1_0005,-5.8
24585,5_4agn_5aba,1_0006,-5.8
24586,5_4agn_5aba,1_0007,-5.7
24587,5_4agn_5aba,1_0008,-5.7
24588,5_4agn_5aba,1_0009,-5.7
24589,5_4agn_5aba,1_0010,-5.7
24590,5_4agn_5aba,1_0011,-5.6
24591,5_4agn_5aba,1_0012,-5.5
24592,5_4agn_5aba,1_0013,-5.4
24593,5_4agn_5aba,1_0014,-5.2
24594,5_4agn_5aba,1_0015,-5.2
24595,5_4agn_5aba,1_0016,-5.1
24596,5_4agn_5aba,1_0017,-5.0
24597,5_4agn_5aba,1_0018,-5.0
24598,5_4agn_5aba,1_0019,-4.9
24599,5_4agp_4agn,1_0000,-6.2
24600,5_4agp_4agn,1_0001,-5.2
24601,5_4agp_4agn,1_0002,-4.8
24602,5_4agp_4agn,1_0003,-4.7
24603,5_4agp_4agn,1_0004,-4.5
24604,5_4agp_4agn,1_0005,-4.4
24605,5_4agp_4agn,1_0006,-4.4
24606,5_4agp_4agn,1_0007,-4.4
24607,5_4agp_4agn,1_0008,-4.3
24608,5_4agp_4agn,1_0009,-4.3
24609,5_4agp_4agn,1_0010,-4.2
24610,5_4agp_4agn,1_0011,-4.2
24611,5_4agp_4agn,1_0012,-4.2
24612,5_4agp_4agn,1_0013,-4.0
24613,5_4agp_4agn,1_0014,-4.0
24614,5_4agp_4agn,1_0015,-4.0
24615,5_4agp_4agn,1_0016,-4.0
24616,5_4agp_4agn,1_0017,-4.0
24617,5_4agp_4agn,1_0018,-3.9
24618,5_4agp_4agn,1_0019,-3.9
24619,5_4agp_4agp,1_0000,-5.7
24620,5_4agp_4agp,1_0001,-5.7
24621,5_4agp_4agp,1_0002,-5.7
24622,5_4agp_4agp,1_0003,-5.7
24623,5_4agp_4agp,1_0004,-5.6
24624,5_4agp_4agp,1_0005,-5.6
24625,5_4agp_4agp,1_0006,-5.6
24626,5_4agp_4agp,1_0007,-5.5
24627,5_4agp_4agp,1_0008,-5.4
24628,5_4agp_4agp,1_0009,-5.4
24629,5_4agp_4agp,1_0010,-5.4
24630,5_4agp_4agp,1_0011,-5.3
24631,5_4agp_4agp,1_0012,-5.3
24632,5_4agp_4agp,1_0013,-5.3
24633,5_4agp_4agp,1_0014,-5.3
24634,5_4agp_4agp,1_0015,-5.2
24635,5_4agp_4agp,1_0016,-5.2
24636,5_4agp_4agp,1_0017,-5.1
24637,5_4agp_4agp,1_0018,-5.1
24638,5_4agp_4agp,1_0019,-5.1
24639,5_4agp_4agq,1_0000,-6.8
24640,5_4agp_4agq,1_0001,-6.5
24641,5_4agp_4agq,1_0002,-5.6
24642,5_4agp_4agq,1_0003,-5.4
24643,5_4agp_4agq,1_0004,-5.4
24644,5_4agp_4agq,1_0005,-5.4
24645,5_4agp_4agq,1_0006,-5.3
24646,5_4agp_4agq,1_0007,-5.3
24647,5_4agp_4agq,1_0008,-5.2
24648,5_4agp_4agq,1_0009,-5.2
24649,5_4agp_4agq,1_0010,-5.2
24650,5_4agp_4agq,1_0011,-5.2
24651,5_4agp_4agq,1_0012,-5.1
24652,5_4agp_4agq,1_0013,-5.1
24653,5_4agp_4agq,1_0014,-5.1
24654,5_4agp_4agq,1_0015,-5.0
24655,5_4agp_4agq,1_0016,-4.9
24656,5_4agp_4agq,1_0017,-4.8
24657,5_4agp_4agq,1_0018,-4.7
24658,5_4agp_4agq,1_0019,-4.7
24659,5_4agp_5a7b,1_0000,-5.7
24660,5_4agp_5a7b,1_0001,-5.7
24661,5_4agp_5a7b,1_0002,-5.5
24662,5_4agp_5a7b,1_0003,-5.5
24663,5_4agp_5a7b,1_0004,-5.4
24664,5_4agp_5a7b,1_0005,-5.3
24665,5_4agp_5a7b,1_0006,-5.2
24666,5_4agp_5a7b,1_0007,-5.2
24667,5_4agp_5a7b,1_0008,-5.2
24668,5_4agp_5a7b,1_0009,-5.2
24669,5_4agp_5a7b,1_0010,-5.1
24670,5_4agp_5a7b,1_0011,-5.1
24671,5_4agp_5a7b,1_0012,-5.0
24672,5_4agp_5a7b,1_0013,-5.0
24673,5_4agp_5a7b,1_0014,-5.0
24674,5_4agp_5a7b,1_0015,-4.9
24675,5_4agp_5a7b,1_0016,-4.9
24676,5_4agp_5a7b,1_0017,-4.9
24677,5_4agp_5a7b,1_0018,-4.8
24678,5_4agp_5a7b,1_0019,-4.6
24679,5_4agp_5aba,1_0000,-6.3
24680,5_4agp_5aba,1_0001,-6.3
24681,5_4agp_5aba,1_0002,-6.1
24682,5_4agp_5aba,1_0003,-6.0
24683,5_4agp_5aba,1_0004,-5.9
24684,5_4agp_5aba,1_0005,-5.9
24685,5_4agp_5aba,1_0006,-5.8
24686,5_4agp_5aba,1_0007,-5.6
24687,5_4agp_5aba,1_0008,-5.3
24688,5_4agp_5aba,1_0009,-5.1
24689,5_4agp_5aba,1_0010,-5.0
24690,5_4agp_5aba,1_0011,-5.0
24691,5_4agp_5aba,1_0012,-4.9
24692,5_4agp_5aba,1_0013,-4.9
24693,5_4agp_5aba,1_0014,-4.9
24694,5_4agp_5aba,1_0015,-4.8
24695,5_4agp_5aba,1_0016,-4.8
24696,5_4agp_5aba,1_0017,-4.7
24697,5_4agp_5aba,1_0018,-4.7
24698,5_4agp_5aba,1_0019,-4.6
24699,5_4agq_4agn,1_0000,-5.9
24700,5_4agq_4agn,1_0001,-5.1
24701,5_4agq_4agn,1_0002,-4.7
24702,5_4agq_4agn,1_0003,-4.7
24703,5_4agq_4agn,1_0004,-4.7
24704,5_4agq_4agn,1_0005,-4.5
24705,5_4agq_4agn,1_0006,-4.4
24706,5_4agq_4agn,1_0007,-4.4
24707,5_4agq_4agn,1_0008,-4.4
24708,5_4agq_4agn,1_0009,-4.4
24709,5_4agq_4agn,1_0010,-4.4
24710,5_4agq_4agn,1_0011,-4.3
24711,5_4agq_4agn,1_0012,-4.3
24712,5_4agq_4agn,1_0013,-4.1
24713,5_4agq_4agn,1_0014,-4.1
24714,5_4agq_4agn,1_0015,-4.1
24715,5_4agq_4agn,1_0016,-4.0
24716,5_4agq_4agn,1_0017,-4.0
24717,5_4agq_4agn,1_0018,-4.0
24718,5_4agq_4agn,1_0019,-3.8
24719,5_4agq_4agp,1_0000,-6.1
24720,5_4agq_4agp,1_0001,-5.6
24721,5_4agq_4agp,1_0002,-5.5
24722,5_4agq_4agp,1_0003,-5.4
24723,5_4agq_4agp,1_0004,-5.3
24724,5_4agq_4agp,1_0005,-5.2
24725,5_4agq_4agp,1_0006,-5.2
24726,5_4agq_4agp,1_0007,-5.1
24727,5_4agq_4agp,1_0008,-5.1
24728,5_4agq_4agp,1_0009,-5.1
24729,5_4agq_4agp,1_0010,-5.1
24730,5_4agq_4agp,1_0011,-5.1
24731,5_4agq_4agp,1_0012,-5.1
24732,5_4agq_4agp,1_0013,-5.1
24733,5_4agq_4agp,1_0014,-5.0
24734,5_4agq_4agp,1_0015,-4.9
24735,5_4agq_4agp,1_0016,-4.9
24736,5_4agq_4agp,1_0017,-4.9
24737,5_4agq_4agp,1_0018,-4.9
24738,5_4agq_4agp,1_0019,-4.9
24739,5_4agq_4agq,1_0000,-5.3
24740,5_4agq_4agq,1_0001,-5.3
24741,5_4agq_4agq,1_0002,-5.3
24742,5_4agq_4agq,1_0003,-5.2
24743,5_4agq_4agq,1_0004,-5.2
24744,5_4agq_4agq,1_0005,-5.2
24745,5_4agq_4agq,1_0006,-5.2
24746,5_4agq_4agq,1_0007,-5.2
24747,5_4agq_4agq,1_0008,-5.1
24748,5_4agq_4agq,1_0009,-5.1
24749,5_4agq_4agq,1_0010,-5.1
24750,5_4agq_4agq,1_0011,-5.0
24751,5_4agq_4agq,1_0012,-5.0
24752,5_4agq_4agq,1_0013,-5.0
24753,5_4agq_4agq,1_0014,-4.8
24754,5_4agq_4agq,1_0015,-4.8
24755,5_4agq_4agq,1_0016,-4.8
24756,5_4agq_4agq,1_0017,-4.8
24757,5_4agq_4agq,1_0018,-4.8
24758,5_4agq_4agq,1_0019,-4.6
24759,5_4agq_5a7b,1_0000,-7.1
24760,5_4agq_5a7b,1_0001,-6.9
24761,5_4agq_5a7b,1_0002,-5.9
24762,5_4agq_5a7b,1_0003,-5.8
24763,5_4agq_5a7b,1_0004,-5.7
24764,5_4agq_5a7b,1_0005,-5.7
24765,5_4agq_5a7b,1_0006,-5.6
24766,5_4agq_5a7b,1_0007,-5.6
24767,5_4agq_5a7b,1_0008,-5.6
24768,5_4agq_5a7b,1_0009,-5.5
24769,5_4agq_5a7b,1_0010,-5.4
24770,5_4agq_5a7b,1_0011,-5.3
24771,5_4agq_5a7b,1_0012,-5.3
24772,5_4agq_5a7b,1_0013,-5.3
24773,5_4agq_5a7b,1_0014,-5.3
24774,5_4agq_5a7b,1_0015,-5.2
24775,5_4agq_5a7b,1_0016,-5.2
24776,5_4agq_5a7b,1_0017,-5.2
24777,5_4agq_5a7b,1_0018,-5.1
24778,5_4agq_5a7b,1_0019,-4.9
24779,5_4agq_5aba,1_0000,-6.2
24780,5_4agq_5aba,1_0001,-6.0
24781,5_4agq_5aba,1_0002,-5.9
24782,5_4agq_5aba,1_0003,-5.9
